endpoint,treatment_group,time_days,survival_probability,ci_lower,ci_upper,n_risk,n_events_at_time
Recurrence-Free Survival,Lev,717,0.5599452544338103,0.5024839697449407,0.6134378889004297,171,1
Recurrence-Free Survival,Lev,742,0.5566514588194937,0.49917880017143423,0.6102214942188404,170,1
Recurrence-Free Survival,Lev,751,0.5533576632051772,0.49587615886034025,0.6070026445270635,169,1
Recurrence-Free Survival,Lev,797,0.5500638675908607,0.49257604010056466,0.6037813456114833,168,1
Recurrence-Free Survival,Lev,828,0.5467700719765441,0.48927843854070224,0.6005576029184627,167,1
Recurrence-Free Survival,Lev,851,0.5434762763622276,0.485983349185195,0.5973314215579039,166,1
Recurrence-Free Survival,Lev,883,0.5401824807479111,0.4826907673907559,0.5941028063065696,165,1
Recurrence-Free Survival,Lev,891,0.5368886851335946,0.4794006888630495,0.5908717616111683,164,1
Recurrence-Free Survival,Lev,900,0.533594889519278,0.4761131096536261,0.5876382915912085,163,1
Recurrence-Free Survival,Lev,922,0.5303010939049615,0.47282802615710207,0.5844024000416281,162,1
Recurrence-Free Survival,Lev,931,0.527007298290645,0.4695454351085841,0.5811640904352007,161,1
Recurrence-Free Survival,Lev,959,0.5236927869806409,0.466242252420352,0.5779051670983973,159,1
Recurrence-Free Survival,Lev,960,0.5203782756706369,0.4629416270779864,0.5746437771430001,158,1
Recurrence-Free Survival,Lev,1013,0.5170637643606328,0.45964355627615916,0.571379923347587,157,1
Recurrence-Free Survival,Lev,1026,0.5137492530506288,0.45634803756437303,0.5681136081624373,156,1
Recurrence-Free Survival,Lev,1029,0.5104347417406246,0.4530550688450926,0.5648448337110478,155,1
Recurrence-Free Survival,Lev,1052,0.5071202304306206,0.4497646483721232,0.5615736017914336,154,1
Recurrence-Free Survival,Lev,1108,0.503783913125156,0.44645257110447334,0.5582807015064686,152,1
Recurrence-Free Survival,Lev,1114,0.5004475958196913,0.44314311457141337,0.5549852879446303,151,1
Recurrence-Free Survival,Lev,1183,0.49711127851422676,0.4398362775527439,0.5516873621674542,150,1
Recurrence-Free Survival,Lev,1211,0.49377496120876213,0.43653205919858895,0.5483869248995401,149,1
Recurrence-Free Survival,Lev,1275,0.4904386439032975,0.43323045902858365,0.5450839765289213,148,1
Recurrence-Free Survival,Lev,1298,0.4871023265978329,0.4299314769313248,0.5417785171072066,147,1
Recurrence-Free Survival,Lev,1471,0.4837660092923683,0.4266351131640824,0.5384705463494973,146,1
Recurrence-Free Survival,Lev,1551,0.48038303020640766,0.4232897722060748,0.5351188468604794,143,1
Recurrence-Free Survival,Lev,1561,0.4770000511204471,0.4199472158598946,0.5317645051562317,142,1
Recurrence-Free Survival,Lev,1564,0.47361707203448644,0.41660744449248965,0.5284075203538001,141,1
Recurrence-Free Survival,Lev,1589,0.47023409294852586,0.41327045889112346,0.5250478911983184,140,1
Recurrence-Free Survival,Lev,1606,0.4668511138625653,0.40993626026370067,0.5216856160619815,139,1
Recurrence-Free Survival,Lev,1647,0.46346813477660465,0.40660485023941106,0.5183206929427537,138,1
Recurrence-Free Survival,Lev,1687,0.460085155690644,0.40327623086969266,0.5149531194628105,137,1
Recurrence-Free Survival,Lev,1895,0.4565730552655246,0.399807711955208,0.5114689956963419,131,1
Recurrence-Free Survival,Lev,1918,0.45303372925571433,0.39631227881523645,0.5079579285630628,129,1
Recurrence-Free Survival,Lev,1976,0.44940945942166866,0.3927257806936987,0.5043694090719499,125,1
Recurrence-Free Survival,Lev,2012,0.4456643805931548,0.3890079954318516,0.5006724741469063,120,1
Recurrence-Free Survival,Lev,2018,0.4419193017646409,0.38529453828923327,0.4969716695641822,119,1
Recurrence-Free Survival,Lev,2067,0.43804281666144224,0.3814377374305918,0.4931536265712987,114,1
Recurrence-Free Survival,Lev,2231,0.43288937175954295,0.37609252575788454,0.4882858509933784,85,1
Recurrence-Free Survival,Lev+5FU,0,1.0,1.0,1.0,304,0
Recurrence-Free Survival,Lev+5FU,8,0.9967105263157895,0.9768798975262637,0.9995359942623281,304,1
Recurrence-Free Survival,Lev+5FU,9,0.9934210526315789,0.9739520900180321,0.9983505923779469,303,1
Recurrence-Free Survival,Lev+5FU,40,0.9901206504633677,0.9696841533655407,0.996803074736391,301,1
Recurrence-Free Survival,Lev+5FU,49,0.9868092101608146,0.9652377184073544,0.9950289074822262,299,1
Recurrence-Free Survival,Lev+5FU,63,0.9834977698582615,0.960809081066661,0.9930982237598629,298,1
Recurrence-Free Survival,Lev+5FU,68,0.9801863295557084,0.9564300912340193,0.9910498190540452,297,1
Recurrence-Free Survival,Lev+5FU,86,0.9768748892531554,0.9521055979674414,0.9889084924047903,296,1
Recurrence-Free Survival,Lev+5FU,91,0.9735634489506023,0.9478332070046812,0.9866912580774314,295,1
Recurrence-Free Survival,Lev+5FU,101,0.9702520086480493,0.9436086750409497,0.9844104015827162,294,1
Recurrence-Free Survival,Lev+5FU,116,0.9669405683454961,0.939427570111352,0.9820751444078359,293,1
Recurrence-Free Survival,Lev+5FU,132,0.9636291280429431,0.935285787001158,0.9796926219817166,292,1
Recurrence-Free Survival,Lev+5FU,134,0.96031768774039,0.9311796780263315,0.9772684927324088,291,1
Recurrence-Free Survival,Lev+5FU,146,0.9570062474378369,0.9271060511054902,0.9748073354843007,290,1
Recurrence-Free Survival,Lev+5FU,154,0.9536948071352838,0.9230621250386751,0.9723129188178076,289,1
Recurrence-Free Survival,Lev+5FU,157,0.9503833668327307,0.9190454751589645,0.9697883895338428,288,1
Recurrence-Free Survival,Lev+5FU,160,0.9470719265301777,0.9150539813459164,0.9672364081120592,287,1
Recurrence-Free Survival,Lev+5FU,161,0.9437604862276245,0.9110857822093185,0.9646592483443512,286,1
Recurrence-Free Survival,Lev+5FU,165,0.9404490459250715,0.9071392360893348,0.962058872101201,285,1
Recurrence-Free Survival,Lev+5FU,168,0.9371376056225185,0.9032128883620707,0.9594369864312113,284,1
Recurrence-Free Survival,Lev+5FU,183,0.9338261653199653,0.8993054441927191,0.956795087850393,283,1
Recurrence-Free Survival,Lev+5FU,185,0.9305147250174123,0.8954157458516665,0.95413449717314,282,1
Recurrence-Free Survival,Lev+5FU,186,0.9272032847148592,0.8915427537979046,0.9514563872461008,281,1
Recurrence-Free Survival,Lev+5FU,198,0.9238918444123062,0.8876855308541397,0.9487618052789217,280,1
Recurrence-Free Survival,Lev+5FU,199,0.9205804041097531,0.8838432289154923,0.9460516910072926,279,1
Recurrence-Free Survival,Lev+5FU,205,0.9172689638072,0.8800150777368887,0.9433268916028054,278,1
Recurrence-Free Survival,Lev+5FU,208,0.913957523504647,0.8762003754305527,0.9405881740157951,277,1
Recurrence-Free Survival,Lev+5FU,215,0.9106460832020938,0.8723984803754544,0.9378362352724002,276,1
Recurrence-Free Survival,Lev+5FU,218,0.9073346428995408,0.8686088042973505,0.9350717111263012,275,1
Recurrence-Free Survival,Lev+5FU,237,0.9040232025969877,0.8648308063235648,0.9322951833760239,274,1
Recurrence-Free Survival,Lev+5FU,242,0.9007117622944346,0.8610639878530669,0.9295071860914967,273,1
Recurrence-Free Survival,Lev+5FU,245,0.8974003219918816,0.8573078881115558,0.926708210942578,272,1
Recurrence-Free Survival,Lev+5FU,248,0.8940888816893285,0.8535620802846287,0.9238987117832371,271,1
Recurrence-Free Survival,Lev+5FU,252,0.8907774413867755,0.8498261681409279,0.9210791086148872,270,1
Recurrence-Free Survival,Lev+5FU,255,0.8874660010842225,0.8460997830723342,0.9182497910288312,269,1
Recurrence-Free Survival,Lev+5FU,256,0.8841545607816694,0.8423825814905875,0.9154111212092795,268,1
Recurrence-Free Survival,Lev+5FU,260,0.8808431204791163,0.8386742425297224,0.9125634365637378,267,1
Recurrence-Free Survival,Lev+5FU,261,0.8775316801765632,0.8349744660118936,0.9097070520358731,266,1
Recurrence-Free Survival,Lev+5FU,285,0.8742202398740101,0.8312829706408764,0.906842262146571,265,1
Recurrence-Free Survival,Lev+5FU,296,0.8709087995714571,0.827599492393063,0.9039693428013114,264,1
Recurrence-Free Survival,Lev+5FU,303,0.867597359268904,0.823923783080352,0.9010885528958121,263,1
Recurrence-Free Survival,Lev+5FU,315,0.864285918966351,0.8202556090631299,0.898200135746853,262,1
Recurrence-Free Survival,Lev+5FU,322,0.8576630383612448,0.8129409982813162,0.892401322630832,261,2
Recurrence-Free Survival,Lev+5FU,328,0.8543387630187593,0.8092774223888034,0.8894816434031462,258,1
Recurrence-Free Survival,Lev+5FU,329,0.851014487676274,0.8056207118251408,0.8865550964805409,257,1
Recurrence-Free Survival,Lev+5FU,336,0.8476902123337885,0.8019706835137416,0.8836218671399116,256,1
Recurrence-Free Survival,Lev+5FU,360,0.8443396581348408,0.7982932014504733,0.8806620934414123,253,1
Recurrence-Free Survival,Lev+5FU,365,0.840989103935893,0.7946223313185317,0.8776958210829838,252,1
Recurrence-Free Survival,Lev+5FU,380,0.8376385497369452,0.7909579044971842,0.8747232136264496,251,1
Recurrence-Free Survival,Lev+5FU,386,0.8342879955379974,0.7872997610271414,0.8717444264070575,250,1
Recurrence-Free Survival,Lev+5FU,392,0.8309374413390496,0.7836477490065866,0.8687596070936832,249,1
Recurrence-Free Survival,Lev+5FU,393,0.8275868871401019,0.7800017240409824,0.8657688962004625,248,1
Recurrence-Free Survival,Lev+5FU,405,0.8242363329411541,0.7763615487408907,0.8627724275549102,247,1
Recurrence-Free Survival,Lev+5FU,408,0.8208857787422063,0.7727270922627628,0.8597703287269701,246,1
Recurrence-Free Survival,Lev+5FU,415,0.8175352245432584,0.7690982298882719,0.8567627214229102,245,1
Recurrence-Free Survival,Lev+5FU,422,0.8141846703443107,0.7654748426382901,0.853749721847528,244,1
Recurrence-Free Survival,Lev+5FU,431,0.8108341161453629,0.7618568169180758,0.8507314410377255,243,1
Recurrence-Free Survival,Lev+5FU,434,0.8074835619464151,0.758244044190631,0.8477079851701775,242,1
Recurrence-Free Survival,Lev+5FU,443,0.8041330077474674,0.7546364206755326,0.8446794558455106,241,1
Recurrence-Free Survival,Lev+5FU,448,0.8007824535485196,0.7510338470708455,0.8416459503511465,240,1
Recurrence-Free Survival,Lev+5FU,449,0.7974318993495719,0.7474362282959871,0.838607561904741,239,1
Recurrence-Free Survival,Lev+5FU,454,0.7940813451506241,0.7438434732536383,0.8355643798799353,238,1
Recurrence-Free Survival,Lev+5FU,458,0.7907307909516764,0.7402554946090046,0.8325164900159697,237,1
Recurrence-Free Survival,Lev+5FU,466,0.7840296825537808,0.7330935347713031,0.8264069127111711,236,2
Recurrence-Free Survival,Lev+5FU,485,0.7806791283548331,0.7295193959481104,0.8233453802641595,234,1
Recurrence-Free Survival,Lev+5FU,491,0.7773285741558853,0.7259497179200569,0.8202794502922222,233,1
Recurrence-Free Survival,Lev+5FU,497,0.7739780199569376,0.7223844293627297,0.8172091930316489,232,1
Recurrence-Free Survival,Lev+5FU,510,0.7706274657579898,0.7188234616788158,0.8141346760718605,231,1
Recurrence-Free Survival,Lev+5FU,526,0.7672769115590421,0.7152667488637571,0.811055964484108,230,1
Recurrence-Free Survival,Lev+5FU,536,0.7639263573600943,0.7117142273800678,0.8079731209419939,229,1
Recurrence-Free Survival,Lev+5FU,543,0.7605758031611465,0.7081658360396496,0.8048862058344466,228,1
Recurrence-Free Survival,Lev+5FU,554,0.753874694763251,0.7010812101281712,0.798700391684864,227,2
Recurrence-Free Survival,Lev+5FU,578,0.7505241405643032,0.6975448639687446,0.7956016029193644,225,1
Recurrence-Free Survival,Lev+5FU,591,0.7471735863653554,0.6940124245874011,0.7924989633230055,224,1
Recurrence-Free Survival,Lev+5FU,593,0.7438230321664075,0.6904838410176201,0.7893925233287301,223,1
Recurrence-Free Survival,Lev+5FU,594,0.7404724779674599,0.6869590640733491,0.7862823316326326,222,1
Recurrence-Free Survival,Lev+5FU,602,0.737121923768512,0.6834380462728767,0.7831684352674926,221,1
Recurrence-Free Survival,Lev+5FU,604,0.7337713695695643,0.679920741767074,0.7800508796721458,220,1
Recurrence-Free Survival,Lev+5FU,616,0.7304208153706165,0.6764071062717013,0.776929708756971,219,1
Recurrence-Free Survival,Lev+5FU,617,0.7270702611716687,0.6728970970035114,0.7738049649657531,218,1
Recurrence-Free Survival,Lev+5FU,622,0.723719706972721,0.6693906726198897,0.7706766893341616,217,1
Recurrence-Free Survival,Lev+5FU,636,0.7203691527737732,0.6658877931618032,0.7675449215450614,216,1
Recurrence-Free Survival,Lev+5FU,649,0.7170185985748254,0.6623884199998422,0.7644096999808636,215,1
Recurrence-Free Survival,Lev+5FU,657,0.7136680443758777,0.6588925157831547,0.7612710617730999,214,1
Recurrence-Free Survival,Lev+5FU,683,0.7103174901769299,0.6554000443910916,0.7581290428493956,213,1
Recurrence-Free Survival,Lev+5FU,700,0.7069669359779821,0.651910970887394,0.754983677978004,212,1
Recurrence-Free Survival,Lev+5FU,701,0.7036163817790343,0.6484252614767637,0.7518350008100485,211,1
Recurrence-Free Survival,Lev+5FU,711,0.7002658275800866,0.6449428834636717,0.7486830439196114,210,1
Recurrence-Free Survival,Lev+5FU,805,0.6969152733811388,0.6414638052132714,0.7455278388417983,209,1
Recurrence-Free Survival,Lev+5FU,827,0.693564719182191,0.6379879961142899,0.7423694161088985,208,1
Recurrence-Free Survival,Lev+5FU,849,0.6901979001570347,0.634496321545676,0.7391941956101121,206,1
Recurrence-Free Survival,Lev+5FU,853,0.6868310811318785,0.6310079319906271,0.7360157632321404,205,1
Recurrence-Free Survival,Lev+5FU,904,0.6834476767913273,0.6275033484191549,0.732820250379386,203,1
Recurrence-Free Survival,Lev+5FU,918,0.6800642724507763,0.6240020676784633,0.7296215283559317,202,1
Recurrence-Free Survival,Lev+5FU,934,0.6766808681102251,0.6205040610316239,0.7264196246268059,201,1
Recurrence-Free Survival,Lev+5FU,936,0.673297463769674,0.6170093006872703,0.7232145657822012,200,1
Recurrence-Free Survival,Lev+5FU,968,0.6699140594291229,0.613517759768556,0.720006377565151,199,1
Recurrence-Free Survival,Lev+5FU,1024,0.6665306550885718,0.6100294122836468,0.7167950848978855,198,1
Recurrence-Free Survival,Lev+5FU,1025,0.6631472507480206,0.6065442330976575,0.7135807119069395,197,1
Recurrence-Free Survival,Lev+5FU,1032,0.6597638464074695,0.6030621979059585,0.7103632819470763,196,1
Recurrence-Free Survival,Lev+5FU,1037,0.6563804420669184,0.5995832832087732,0.7071428176240895,195,1
Recurrence-Free Survival,Lev+5FU,1122,0.6529970377263673,0.5961074662870005,0.7039193408165422,194,1
Recurrence-Free Survival,Lev+5FU,1142,0.6496136333858161,0.5926347251791946,0.7006928726964949,193,1
Recurrence-Free Survival,Lev+5FU,1159,0.646230229045265,0.5891650386596445,0.6974634337492771,192,1
Recurrence-Free Survival,Lev+5FU,1233,0.6428468247047139,0.5856983862174937,0.6942310437923442,191,1
Recurrence-Free Survival,Lev+5FU,1277,0.6394634203641627,0.5822347480368489,0.6909957219932699,190,1
Recurrence-Free Survival,Lev+5FU,1329,0.6360620191920129,0.578753347096058,0.687742172646849,188,1
Recurrence-Free Survival,Lev+5FU,1488,0.6326238461152993,0.5752325569721378,0.6844544111647192,185,1
Recurrence-Free Survival,Lev+5FU,1644,0.6291478909168636,0.5716712925675161,0.6811315354242987,182,1
Recurrence-Free Survival,Lev+5FU,1668,0.6256719357184279,0.5681133529501174,0.677805517540251,181,1
Recurrence-Free Survival,Lev+5FU,1723,0.6221959805199923,0.5645587157174804,0.6744763767728417,180,1
Recurrence-Free Survival,Lev+5FU,1743,0.6187200253215565,0.5610073592802659,0.6711441317072162,179,1
Recurrence-Free Survival,Lev+5FU,1786,0.6152440701231208,0.5574592628396168,0.667808800270188,178,1
Recurrence-Free Survival,Lev+5FU,1876,0.6115599738948386,0.5536734633499449,0.6642942892675308,167,1
Recurrence-Free Survival,Lev+5FU,2028,0.6075888052331838,0.5495547828926641,0.6605371574906971,154,1
Recurrence-Free Survival,Lev+5FU,2031,0.603591510461913,0.5454109264132232,0.6567536085558874,152,1
Recurrence-Free Survival,Lev+5FU,2074,0.5993705908083331,0.5410067326318679,0.6527822005168515,143,1
Overall Survival,Obs,0,1.0,1.0,1.0,315,0
Overall Survival,Obs,113,0.9968253968253968,0.977679458561107,0.9995522197642882,315,1
Overall Survival,Obs,125,0.9936507936507937,0.9748530343662286,0.9984083282859764,314,1
Overall Survival,Obs,145,0.9904761904761904,0.9707643860596465,0.9969184822470637,313,1
Overall Survival,Obs,164,0.9873015873015872,0.9665219695819577,0.9952151428129948,312,1
Overall Survival,Obs,166,0.9841269841269842,0.9622872405133703,0.993362508553066,311,1
Overall Survival,Obs,187,0.980952380952381,0.9580954760321456,0.9913975531564332,310,1
Overall Survival,Obs,201,0.9777777777777779,0.9539532845988729,0.9893439226707729,309,1
Overall Survival,Obs,208,0.9746031746031747,0.9498593339570746,0.9872178467298348,308,1
Overall Survival,Obs,215,0.9714285714285715,0.9458100877340704,0.9850310480491241,307,1
Overall Survival,Obs,218,0.9682539682539684,0.9418016161552055,0.9827923280015413,306,1
Overall Survival,Obs,238,0.9650793650793652,0.9378301876645571,0.9805084984288069,305,1
Overall Survival,Obs,241,0.961904761904762,0.9338924424283621,0.9781849621450788,304,1
Overall Survival,Obs,242,0.9587301587301589,0.9299854161982306,0.9758260918122048,303,1
Overall Survival,Obs,253,0.9555555555555556,0.9261065120681393,0.9734354868099441,302,1
Overall Survival,Obs,259,0.9492063492063493,0.9184242581479619,0.9685706319677883,301,2
Overall Survival,Obs,264,0.9460317460317461,0.9146171611250353,0.9661010960732231,299,1
Overall Survival,Obs,275,0.9428571428571428,0.9108306163561064,0.9636094198241071,298,1
Overall Survival,Obs,289,0.9396825396825397,0.9070632486861872,0.9610972343671411,297,1
Overall Survival,Obs,311,0.9365079365079365,0.9033138325455532,0.9585659697689966,296,1
Overall Survival,Obs,313,0.9333333333333333,0.8995812710293606,0.9560168882702429,295,1
Overall Survival,Obs,322,0.9301587301587302,0.8958645783675814,0.9534511107662961,294,1
Overall Survival,Obs,331,0.9269841269841269,0.8921628652043151,0.9508696381313748,293,1
Overall Survival,Obs,365,0.9238095238095237,0.8884753261960183,0.9482733685641771,292,1
Overall Survival,Obs,372,0.9206349206349206,0.8848012295229487,0.9456631118279044,291,1
Overall Survival,Obs,381,0.9174603174603174,0.8811399079815755,0.9430396010394563,290,1
Overall Survival,Obs,384,0.9111111111111111,0.8738532000649595,0.9377554239860376,289,2
Overall Survival,Obs,390,0.9079365079365079,0.8702267392526088,0.9350959216870969,287,1
Overall Survival,Obs,409,0.9047619047619047,0.8666108942623235,0.932425506207095,286,1
Overall Survival,Obs,411,0.9015873015873015,0.8630052262865135,0.9297446476289665,285,1
Overall Survival,Obs,413,0.8952380952380952,0.8558228240925865,0.9243533046184915,284,2
Overall Survival,Obs,417,0.892063492063492,0.8522453610190625,0.9216435943237582,282,1
Overall Survival,Obs,421,0.8888888888888888,0.8486766119846038,0.9189249953651105,281,1
Overall Survival,Obs,433,0.8857142857142857,0.8451162710435748,0.9161978304157746,280,1
Overall Survival,Obs,437,0.8825396825396825,0.8415640519167342,0.9134624006830838,279,1
Overall Survival,Obs,438,0.8793650793650793,0.8380196862783973,0.9107189878590399,278,1
Overall Survival,Obs,459,0.876178974005061,0.834467607438655,0.907959333779219,276,1
Overall Survival,Obs,462,0.8729928686450426,0.8309230411404106,0.9051921256985693,275,1
Overall Survival,Obs,464,0.869806763285024,0.8273857559950617,0.9024175999620374,274,1
Overall Survival,Obs,465,0.8634345525649872,0.8203321698829964,0.8968474724034007,273,2
Overall Survival,Obs,469,0.860248447204969,0.8168154693192083,0.8940522780189251,271,1
Overall Survival,Obs,474,0.8570623418449506,0.813305248887624,0.8912505827656033,270,1
Overall Survival,Obs,485,0.8538762364849322,0.8098013348763687,0.8884425634972316,269,1
Overall Survival,Obs,499,0.8506901311249138,0.8063035626551108,0.8856283877333948,268,1
Overall Survival,Obs,506,0.8475040257648954,0.8028117760304032,0.8828082143304691,267,1
Overall Survival,Obs,510,0.844317920404877,0.7993258266590607,0.8799821940913818,266,1
Overall Survival,Obs,528,0.8411318150448586,0.79584557351331,0.8771504703208381,265,1
Overall Survival,Obs,537,0.8379457096848402,0.7923708823922356,0.8743131793318689,264,1
Overall Survival,Obs,563,0.8315734989648034,0.7854376809096195,0.8686224087313126,263,2
Overall Survival,Obs,570,0.828387393604785,0.7819789324395398,0.8657691707630439,261,1
Overall Survival,Obs,576,0.8252012882447666,0.7785252690547673,0.8629108496090682,260,1
Overall Survival,Obs,587,0.8220151828847482,0.7750765846745852,0.860047552844499,259,1
Overall Survival,Obs,591,0.8188290775247297,0.7716327778532951,0.8571793833174579,258,1
Overall Survival,Obs,594,0.8156429721647113,0.7681937515086694,0.8543064394286739,257,1
Overall Survival,Obs,595,0.8124568668046929,0.7647594126707705,0.8514288153898977,256,1
Overall Survival,Obs,599,0.8092707614446745,0.7613296722493058,0.8485466014630669,255,1
Overall Survival,Obs,612,0.8060846560846561,0.757904444817871,0.8456598841819449,254,1
Overall Survival,Obs,622,0.8028985507246378,0.7544836484136089,0.8427687465577797,253,1
Overall Survival,Obs,659,0.7997124453646194,0.7510672043509594,0.8398732682703686,252,1
Overall Survival,Obs,663,0.796526340004601,0.7476550370483097,0.8369735258457787,251,1
Overall Survival,Obs,665,0.7933402346445826,0.7442470738664698,0.8340695928218397,250,1
Overall Survival,Obs,670,0.7901541292845641,0.7408432449580027,0.8311615399024256,249,1
Overall Survival,Obs,673,0.7869680239245457,0.7374434831265342,0.8282494351014389,248,1
Overall Survival,Obs,685,0.7837819185645273,0.7340477236952462,0.8253333438773223,247,1
Overall Survival,Obs,687,0.7805958132045089,0.7306559043838333,0.8224133292588504,246,1
Overall Survival,Obs,692,0.7774097078444905,0.7272679651932688,0.81948945196288,245,1
Overall Survival,Obs,709,0.7742236024844721,0.7238838482977825,0.8165617705046783,244,1
Overall Survival,Obs,716,0.7710374971244537,0.7205034979435124,0.8136303413013901,243,1
Overall Survival,Obs,717,0.7678513917644353,0.7171268603533295,0.8106952187691596,242,1
Overall Survival,Obs,718,0.7646652864044169,0.7137538836373898,0.8077564554143714,241,1
Overall Survival,Obs,721,0.7614791810443985,0.7103845177089952,0.8048141019194409,240,1
Overall Survival,Obs,743,0.7582930756843801,0.7070187142053905,0.8018682072235442,239,1
Overall Survival,Obs,753,0.7551069703243617,0.7036564264131435,0.798918818598646,238,1
Overall Survival,Obs,758,0.7519208649643433,0.7002976091977966,0.7959659817211535,237,1
Overall Survival,Obs,760,0.7487347596043249,0.6969422189374923,0.7930097407394985,236,1
Overall Survival,Obs,761,0.7455486542443065,0.6935902134603068,0.7900501383379253,235,1
Overall Survival,Obs,770,0.7423625488842881,0.6902415519850438,0.7870872157967381,234,1
Overall Survival,Obs,774,0.7391764435242697,0.6868961950652591,0.7841210130492446,233,1
Overall Survival,Obs,775,0.7359903381642513,0.6835541045363076,0.7811515687356104,232,1
Overall Survival,Obs,832,0.732804232804233,0.6802152434652168,0.7781789202538264,231,1
Overall Survival,Obs,833,0.7296181274442146,0.6768795761032069,0.775203103807971,230,1
Overall Survival,Obs,840,0.7264320220841962,0.6735470678406951,0.7722241544539421,229,1
Overall Survival,Obs,845,0.7232459167241778,0.6702176851646237,0.7692421061428114,228,1
Overall Survival,Obs,854,0.7200598113641593,0.6668913956179756,0.7662569917619527,227,1
Overall Survival,Obs,863,0.7168737060041409,0.6635681677613419,0.7632688431740767,226,1
Overall Survival,Obs,874,0.7136876006441225,0.6602479711364182,0.7602776912542991,225,1
Overall Survival,Obs,883,0.7105014952841041,0.6569307762313185,0.7572835659253601,224,1
Overall Survival,Obs,887,0.7073153899240857,0.6536165544475959,0.7542864961911017,223,1
Overall Survival,Obs,901,0.7041292845640673,0.6503052780688774,0.7512865101683075,222,1
Overall Survival,Obs,924,0.7009431792040489,0.6469969202310144,0.748283635116995,221,1
Overall Survival,Obs,928,0.6977570738440305,0.6436914548936683,0.745277897469252,220,1
Overall Survival,Obs,929,0.6945709684840122,0.6403888568132484,0.7422693228566962,219,1
Overall Survival,Obs,936,0.6913848631239938,0.6370891015171276,0.7392579361366356,218,1
Overall Survival,Obs,949,0.6881987577639754,0.6337921652790689,0.7362437614170017,217,1
Overall Survival,Obs,957,0.685012652403957,0.6304980250957929,0.7332268220801195,216,1
Overall Survival,Obs,961,0.6818265470439386,0.62720665866463,0.7302071408053804,215,1
Overall Survival,Obs,963,0.6786404416839202,0.6239180443621972,0.7271847395908724,214,1
Overall Survival,Obs,966,0.6754543363239018,0.6206321612240472,0.7241596397740241,213,1
Overall Survival,Obs,976,0.6722682309638834,0.6173489889252404,0.7211318620513146,212,1
Overall Survival,Obs,1021,0.669082125603865,0.614068507761791,0.7181014264970951,211,1
Overall Survival,Obs,1031,0.6658960202438466,0.6107906986329459,0.7150683525815671,210,1
Overall Survival,Obs,1048,0.6627099148838282,0.6075155430242526,0.712032659187962,209,1
Overall Survival,Obs,1070,0.6595238095238098,0.6042430229913784,0.7089943646289586,208,1
Overall Survival,Obs,1079,0.6563377041637913,0.600973121144645,0.7059534866623769,207,1
Overall Survival,Obs,1083,0.6531515988037729,0.5977058206342434,0.7029100425061843,206,1
Overall Survival,Obs,1101,0.6499654934437545,0.5944411051360973,0.6998640488528437,205,1
Overall Survival,Obs,1133,0.6467793880837361,0.5911789588383443,0.6968155218830382,204,1
Overall Survival,Obs,1134,0.6435932827237177,0.5879193664284075,0.6937644772787998,203,1
Overall Survival,Obs,1136,0.6404071773636993,0.5846623130806292,0.6907109302360677,202,1
Overall Survival,Obs,1139,0.6372210720036809,0.5814077844444427,0.6876548954767057,201,1
Overall Survival,Obs,1159,0.6340349666436625,0.5781557666330573,0.6845963872599995,200,1
Overall Survival,Obs,1166,0.6308488612836441,0.5749062462126352,0.6815354193936587,199,1
Overall Survival,Obs,1178,0.6276627559236257,0.5716592101919378,0.6784720052443449,198,1
Overall Survival,Obs,1195,0.6244766505636073,0.5684146460124231,0.6754061577477446,197,1
Overall Survival,Obs,1198,0.621290545203589,0.5651725415387737,0.6723378894182089,196,1
Overall Survival,Obs,1209,0.6181044398435706,0.5619328850498392,0.6692672123579759,195,1
Overall Survival,Obs,1216,0.6149183344835522,0.5586956652299739,0.6661941382659928,194,1
Overall Survival,Obs,1230,0.6117322291235338,0.5554608711607579,0.6631186784463563,193,1
Overall Survival,Obs,1237,0.6085461237635154,0.5522284923130821,0.6600408438163825,192,1
Overall Survival,Obs,1246,0.605360018403497,0.5489985185395867,0.6569606449143252,191,1
Overall Survival,Obs,1262,0.6021739130434786,0.5457709400674375,0.653878091906752,190,1
Overall Survival,Obs,1272,0.59898780768346,0.5425457474914294,0.650793194595594,189,1
Overall Survival,Obs,1290,0.5958017023234417,0.5393229317674026,0.6477059624248808,188,1
Overall Survival,Obs,1295,0.5926155969634233,0.5361024842059642,0.6446164044871685,187,1
Overall Survival,Obs,1304,0.5894294916034049,0.5328843964664998,0.6415245295296785,186,1
Overall Survival,Obs,1313,0.5862433862433866,0.5296686605514701,0.6384303459601505,185,1
Overall Survival,Obs,1314,0.5830572808833681,0.5264552688009789,0.6353338618524224,184,1
Overall Survival,Obs,1327,0.5798711755233497,0.523244213887607,0.6322350849517478,183,1
Overall Survival,Obs,1363,0.5766850701633313,0.520035488811501,0.6291340226798552,182,1
Overall Survival,Obs,1375,0.5734989648033129,0.5168290868957099,0.6260306821397601,181,1
Overall Survival,Obs,1434,0.5703128594432945,0.5136250017817654,0.6229250701203387,180,1
Overall Survival,Obs,1437,0.5671267540832761,0.5104232274254915,0.6198171931006659,179,1
Overall Survival,Obs,1447,0.5639406487232577,0.5072237580930451,0.6167070572541284,178,1
Overall Survival,Obs,1482,0.5607545433632393,0.5040265883571764,0.6135946684523184,177,1
